batter,season_year,batting_team,matches,total_runs,total_balls,highest_score,fifties,hundreds,ducks,innings,batting_avg,strike_rate
DP Conway,2023,Chennai Super Kings,15,672,481,92,6,0,1,15,44.8,139.71
DP Conway,2025,Chennai Super Kings,6,156,119,69,2,0,1,6,26.0,131.09
DP Nannes,2009,Delhi Daredevils,2,4,13,3,0,0,0,2,2.0,30.77
DP Vijaykumar,2007,Deccan Chargers,1,1,1,1,0,0,0,1,1.0,100.0
DPMD Jayawardene,2007,Kings XI Punjab,12,179,131,45,0,0,0,12,14.92,136.64
DPMD Jayawardene,2009,Kings XI Punjab,23,664,465,110,2,1,1,23,28.87,142.8
DPMD Jayawardene,2011,Kochi Tuskers Kerala,13,299,257,76,3,0,0,13,23.0,116.34
DPMD Jayawardene,2012,Delhi Daredevils,15,335,298,56,3,0,1,15,22.33,112.42
DPMD Jayawardene,2013,Delhi Daredevils,15,331,313,66,2,0,0,15,22.07,105.75
DR Martyn,2009,Rajasthan Royals,1,19,24,19,0,0,0,1,19.0,79.17
DR Sams,2020,Delhi Capitals,1,0,2,0,0,0,1,1,0.0,0.0
DR Sams,2021,Royal Challengers Bangalore,2,6,6,3,0,0,0,2,3.0,100.0
DR Sams,2022,Mumbai Indians,10,38,36,15,0,0,3,10,3.8,105.56
DR Shorey,2018,Chennai Super Kings,1,8,9,8,0,0,0,1,8.0,88.89
DR Shorey,2019,Chennai Super Kings,1,5,8,5,0,0,0,1,5.0,62.5
DR Smith,2007,Mumbai Indians,3,45,40,20,0,0,0,3,15.0,112.5
DR Smith,2009,Deccan Chargers,11,237,157,49,0,0,0,11,21.55,150.96
DR Smith,2012,Mumbai Indians,6,157,98,87,1,0,1,6,26.17,160.2
DR Smith,2013,Mumbai Indians,13,418,341,68,4,0,1,13,32.15,122.58
DR Smith,2014,Chennai Super Kings,16,566,416,79,5,0,0,16,35.38,136.06
DR Smith,2015,Chennai Super Kings,16,399,335,62,2,0,3,16,24.94,119.1
DR Smith,2016,Gujarat Lions,12,324,221,73,3,0,1,12,27.0,146.61
DR Smith,2017,Gujarat Lions,11,239,156,74,2,0,2,11,21.73,153.21
DS Kulkarni,2007,Mumbai Indians,1,2,16,2,0,0,0,1,2.0,12.5
DS Kulkarni,2009,Mumbai Indians,3,9,17,7,0,0,0,3,3.0,52.94
DS Kulkarni,2011,Mumbai Indians,1,2,4,2,0,0,0,1,2.0,50.0
DS Kulkarni,2012,Mumbai Indians,1,10,5,10,0,0,0,1,10.0,200.0
DS Kulkarni,2014,Rajasthan Royals,2,35,25,28,0,0,0,2,17.5,140.0
DS Kulkarni,2015,Rajasthan Royals,2,4,11,3,0,0,0,2,2.0,36.36
DS Kulkarni,2016,Gujarat Lions,5,27,16,10,0,0,0,5,5.4,168.75
DS Kulkarni,2017,Gujarat Lions,1,1,2,1,0,0,0,1,1.0,50.0
DS Kulkarni,2018,Rajasthan Royals,2,6,7,3,0,0,0,2,3.0,85.71
DS Kulkarni,2019,Rajasthan Royals,1,5,3,5,0,0,0,1,5.0,166.67
DS Kulkarni,2020,Mumbai Indians,1,3,2,3,0,0,0,1,3.0,150.0
DS Lehmann,2007,Rajasthan Royals,2,18,18,17,0,0,0,2,9.0,100.0
DS Rathi,2025,Lucknow Super Giants,1,1,3,1,0,0,0,1,1.0,33.33
DT Christian,2011,Deccan Chargers,13,190,159,30,0,0,1,13,14.62,119.5
DT Christian,2012,Deccan Chargers,7,145,118,39,0,0,0,7,20.71,122.88
DT Christian,2013,Royal Challengers Bangalore,2,6,15,4,0,0,0,2,3.0,40.0
DT Christian,2017,Rising Pune Supergiant,9,79,49,17,0,0,0,9,8.78,161.22
DT Christian,2018,Delhi Daredevils,3,26,33,13,0,0,0,3,8.67,78.79
DT Christian,2021,Royal Challengers Bangalore,7,14,24,9,0,0,1,7,2.0,58.33
DT Patil,2007,Royal Challengers Bangalore,2,13,13,9,0,0,0,2,6.5,100.0
DW Steyn,2007,Royal Challengers Bangalore,2,2,5,1,0,0,0,2,1.0,40.0
DW Steyn,2009,Royal Challengers Bangalore,5,13,20,8,0,0,3,5,2.6,65.0
DW Steyn,2011,Deccan Chargers,5,36,35,13,0,0,0,5,7.2,102.86
DW Steyn,2012,Deccan Chargers,5,19,21,7,0,0,0,5,3.8,90.48
DW Steyn,2013,Sunrisers Hyderabad,8,53,36,18,0,0,1,8,6.62,147.22
DW Steyn,2014,Sunrisers Hyderabad,3,22,26,12,0,0,0,3,7.33,84.62
DW Steyn,2015,Sunrisers Hyderabad,3,20,13,19,0,0,1,3,6.67,153.85
DW Steyn,2016,Gujarat Lions,1,1,2,1,0,0,0,1,1.0,50.0
DW Steyn,2020,Royal Challengers Bangalore,1,1,2,1,0,0,0,1,1.0,50.0
Dhruv Jurel,2023,Rajasthan Royals,11,152,88,34,0,0,1,11,13.82,172.73
Dhruv Jurel,2024,Rajasthan Royals,11,195,141,56,2,0,1,11,17.73,138.3
Dhruv Jurel,2025,Rajasthan Royals,13,333,213,70,2,0,1,13,25.62,156.34
E Lewis,2018,Mumbai Indians,13,382,276,65,2,0,2,13,29.38,138.41
E Lewis,2019,Mumbai Indians,3,48,52,32,0,0,0,3,16.0,92.31
E Lewis,2021,Rajasthan Royals,5,151,93,58,1,0,0,5,30.2,162.37
E Lewis,2022,Lucknow Super Giants,5,73,56,55,1,0,0,5,14.6,130.36
EJG Morgan,2009,Royal Challengers Bangalore,4,35,30,17,0,0,0,4,8.75,116.67
EJG Morgan,2011,Kolkata Knight Riders,9,137,117,66,1,0,1,9,15.22,117.09
EJG Morgan,2013,Kolkata Knight Riders,13,307,240,51,1,0,0,13,23.62,127.92
EJG Morgan,2015,Sunrisers Hyderabad,9,187,151,63,1,0,0,9,20.78,123.84
EJG Morgan,2016,Sunrisers Hyderabad,6,123,105,51,1,0,1,6,20.5,117.14
EJG Morgan,2017,Kings XI Punjab,4,65,62,26,0,0,0,4,16.25,104.84
EJG Morgan,2020,Kolkata Knight Riders,14,419,304,68,1,0,0,14,29.93,137.83
EJG Morgan,2021,Kolkata Knight Riders,15,133,139,47,0,0,3,15,8.87,95.68
ER Dwivedi,2016,Gujarat Lions,2,24,14,19,0,0,0,2,12.0,171.43
F Behardien,2016,Kings XI Punjab,3,14,13,9,0,0,1,3,4.67,107.69
F du Plessis,2012,Chennai Super Kings,12,398,304,73,3,0,0,12,33.17,130.92
F du Plessis,2014,Chennai Super Kings,12,303,235,54,2,0,2,12,25.25,128.94
F du Plessis,2015,Chennai Super Kings,15,380,304,55,1,0,0,15,25.33,125.0
F du Plessis,2016,Rising Pune Supergiants,6,206,162,69,2,0,0,6,34.33,127.16
F du Plessis,2017,Rising Pune Supergiant,1,8,7,8,0,0,0,1,8.0,114.29
F du Plessis,2018,Chennai Super Kings,6,162,129,67,1,0,0,6,27.0,125.58
F du Plessis,2019,Chennai Super Kings,12,396,321,96,3,0,0,12,33.0,123.36
F du Plessis,2020,Chennai Super Kings,13,449,319,87,4,0,1,13,34.54,140.75
F du Plessis,2021,Chennai Super Kings,16,633,458,95,6,0,2,16,39.56,138.21
F du Plessis,2022,Royal Challengers Bangalore,16,468,367,96,3,0,2,16,29.25,127.52
F du Plessis,2023,Royal Challengers Bangalore,14,730,475,84,8,0,0,14,52.14,153.68
F du Plessis,2024,Royal Challengers Bengaluru,15,438,271,64,4,0,0,15,29.2,161.62
F du Plessis,2025,Delhi Capitals,9,202,163,62,2,0,0,9,22.44,123.93
FA Allen,2021,Punjab Kings,2,6,12,6,0,0,1,2,3.0,50.0
FA Allen,2022,Mumbai Indians,1,8,7,8,0,0,0,1,8.0,114.29
FH Edwards,2009,Deccan Chargers,2,4,5,3,0,0,0,2,2.0,80.0
FY Fazal,2009,Rajasthan Royals,9,164,154,45,0,0,1,9,18.22,106.49
FY Fazal,2011,Rajasthan Royals,2,19,19,16,0,0,0,2,9.5,100.0
Fazalhaq Farooqi,2022,Sunrisers Hyderabad,1,2,8,2,0,0,0,1,2.0,25.0
Fazalhaq Farooqi,2023,Sunrisers Hyderabad,1,1,5,1,0,0,0,1,1.0,20.0
Fazalhaq Farooqi,2025,Rajasthan Royals,1,2,2,2,0,0,0,1,2.0,100.0
G Coetzee,2024,Mumbai Indians,5,14,22,8,0,0,1,5,2.8,63.64
G Coetzee,2025,Gujarat Titans,2,17,11,12,0,0,0,2,8.5,154.55
G Gambhir,2007,Delhi Daredevils,14,534,379,86,5,0,0,14,38.14,140.9
G Gambhir,2009,Delhi Daredevils,25,563,495,72,3,0,2,25,22.52,113.74
G Gambhir,2011,Kolkata Knight Riders,15,378,317,75,2,0,1,15,25.2,119.24
G Gambhir,2012,Kolkata Knight Riders,17,590,411,93,6,0,2,17,34.71,143.55
G Gambhir,2013,Kolkata Knight Riders,15,406,343,60,4,0,1,15,27.07,118.37
G Gambhir,2014,Kolkata Knight Riders,16,335,293,69,3,0,3,16,20.94,114.33
G Gambhir,2015,Kolkata Knight Riders,13,327,278,60,3,0,1,13,25.15,117.63
G Gambhir,2016,Kolkata Knight Riders,15,501,411,90,5,0,1,15,33.4,121.9
G Gambhir,2017,Kolkata Knight Riders,16,498,389,76,4,0,0,16,31.12,128.02
G Gambhir,2018,Delhi Daredevils,5,85,88,55,1,0,0,5,17.0,96.59
GB Hogg,2012,Rajasthan Royals,2,15,16,13,0,0,0,2,7.5,93.75
GB Hogg,2015,Kolkata Knight Riders,2,7,6,5,0,0,0,2,3.5,116.67
GC Smith,2007,Rajasthan Royals,11,441,362,91,3,0,0,11,40.09,121.82
GC Smith,2009,Rajasthan Royals,14,256,255,77,1,0,2,14,18.29,100.39
GC Smith,2011,Pune Warriors,4,42,51,24,0,0,1,4,10.5,82.35
GC Viljoen,2019,Kings XI Punjab,3,3,7,2,0,0,1,3,1.0,42.86
GD McGrath,2007,Delhi Daredevils,2,4,5,4,0,0,1,2,2.0,80.0
GD Phillips,2021,Rajasthan Royals,3,26,33,14,0,0,0,3,8.67,78.79
GD Phillips,2023,Sunrisers Hyderabad,5,39,22,25,0,0,1,5,7.8,177.27
GH Vihari,2013,Sunrisers Hyderabad,17,241,278,46,0,0,0,17,14.18,86.69
GH Vihari,2015,Sunrisers Hyderabad,4,39,35,16,0,0,0,4,9.75,111.43
GH Vihari,2019,Delhi Capitals,2,4,8,2,0,0,0,2,2.0,50.0
GHS Garton,2021,Royal Challengers Bangalore,2,2,4,2,0,0,1,2,1.0,50.0
GJ Bailey,2009,Chennai Super Kings,3,63,66,30,0,0,0,3,21.0,95.45
GJ Bailey,2014,Kings XI Punjab,16,257,190,40,0,0,0,16,16.06,135.26
GJ Bailey,2015,Kings XI Punjab,12,259,190,61,2,0,0,12,21.58,136.32
GJ Bailey,2016,Rising Pune Supergiants,5,84,98,34,0,0,1,5,16.8,85.71
GJ Maxwell,2012,Delhi Daredevils,2,6,11,3,0,0,0,2,3.0,54.55
GJ Maxwell,2013,Mumbai Indians,3,36,27,23,0,0,1,3,12.0,133.33
GJ Maxwell,2014,Kings XI Punjab,16,552,294,95,4,0,2,16,34.5,187.76
GJ Maxwell,2015,Kings XI Punjab,11,146,113,43,0,0,0,11,13.27,129.2
GJ Maxwell,2016,Kings XI Punjab,10,179,124,68,2,0,3,10,17.9,144.35
GJ Maxwell,2017,Kings XI Punjab,13,310,179,47,0,0,3,13,23.85,173.18
GJ Maxwell,2018,Delhi Daredevils,12,169,120,47,0,0,0,12,14.08,140.83
GJ Maxwell,2020,Kings XI Punjab,11,108,106,32,0,0,1,11,9.82,101.89
GJ Maxwell,2021,Royal Challengers Bangalore,14,513,356,78,6,0,1,14,36.64,144.1
GJ Maxwell,2022,Royal Challengers Bangalore,13,301,178,55,1,0,1,13,23.15,169.1
GJ Maxwell,2023,Royal Challengers Bangalore,14,400,218,77,5,0,2,14,28.57,183.49
GJ Maxwell,2024,Royal Challengers Bengaluru,9,52,43,28,0,0,4,9,5.78,120.93
GJ Maxwell,2025,Punjab Kings,6,48,49,30,0,0,1,6,8.0,97.96
GR Napier,2009,Mumbai Indians,1,15,16,15,0,0,0,1,15.0,93.75
Gulbadin Naib,2024,Delhi Capitals,1,19,15,19,0,0,0,1,19.0,126.67
Gurkeerat Singh,2012,Kings XI Punjab,4,86,52,29,0,0,0,4,21.5,165.38
Gurkeerat Singh,2013,Kings XI Punjab,9,108,95,31,0,0,3,9,12.0,113.68
Gurkeerat Singh,2015,Kings XI Punjab,5,35,39,15,0,0,0,5,7.0,89.74
Gurkeerat Singh,2016,Kings XI Punjab,6,113,86,51,1,0,1,6,18.83,131.4
Gurkeerat Singh,2019,Royal Challengers Bangalore,3,98,70,65,1,0,0,3,32.67,140.0
Gurkeerat Singh,2020,Royal Challengers Bangalore,5,71,80,21,0,0,0,5,14.2,88.75
H Das,2007,Deccan Chargers,1,2,5,2,0,0,0,1,2.0,40.0
H Klaasen,2018,Rajasthan Royals,4,57,47,32,0,0,1,4,14.25,121.28
H Klaasen,2019,Royal Challengers Bangalore,2,9,10,6,0,0,0,2,4.5,90.0
H Klaasen,2023,Sunrisers Hyderabad,11,448,253,104,2,1,0,11,40.73,177.08
H Klaasen,2024,Sunrisers Hyderabad,15,479,280,80,4,0,0,15,31.93,171.07
H Klaasen,2025,Sunrisers Hyderabad,13,487,282,105,1,1,0,13,37.46,172.7
HC Brook,2023,Sunrisers Hyderabad,11,190,154,100,0,1,3,11,17.27,123.38
HE van der Dussen,2022,Rajasthan Royals,3,22,24,12,0,0,0,3,7.33,91.67
HF Gurney,2019,Kolkata Knight Riders,1,1,5,1,0,0,0,1,1.0,20.0
HH Gibbs,2007,Deccan Chargers,9,167,153,47,0,0,0,9,18.56,109.15
HH Gibbs,2009,Deccan Chargers,24,638,566,69,5,0,4,24,26.58,112.72
HH Gibbs,2012,Mumbai Indians,3,81,88,66,1,0,0,3,27.0,92.05
HH Pandya,2015,Mumbai Indians,8,112,62,61,1,0,2,8,14.0,180.65
HH Pandya,2016,Mumbai Indians,9,44,63,9,0,0,0,9,4.89,69.84
HH Pandya,2017,Mumbai Indians,16,250,160,35,0,0,0,16,15.62,156.25
HH Pandya,2018,Mumbai Indians,13,260,195,50,1,0,0,13,20.0,133.33
HH Pandya,2019,Mumbai Indians,15,409,212,91,1,0,1,15,27.27,192.92
